employee_id,project_name,project_type,project_role,project_client,project_value,project_status,kt_successor,kt_successor_role,kt_start_date,kt_target_date,kt_overall_progress,kt_items,a360_overall,a360_benchmark,a360_period,a360_sources,a360_criteria,a360_strengths,a360_needs_dev,a360_manager_note,training_hours,last_promotion_year,updated_at
33c52043-018b-49ac-952a-c799e35dd86e,"Digital Transformation","Hành chính",Sponsor,"Khách hàng A","41B VNĐ",completed,,,,,9,[],5.00,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.8}, {""role"": ""Cấp dưới"", ""score"": 3.1}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.1}]","[{""label"": ""Lãnh đạo"", ""score"": 3.1}, {""label"": ""Giao tiếp"", ""score"": 4.5}, {""label"": ""Làm việc nhóm"", ""score"": 4.0}]","[""Sáng tạo"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",109,2023,"2026-04-24 14:19:16.763731+00"
1811725f-fc9f-42da-86bc-716a7ea9345a,"Sustainability Initiative","Công nghệ",Contributor,"Khách hàng B","41B VNĐ",active,,,,,47,[],4.70,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.6}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.1}]","[{""label"": ""Lãnh đạo"", ""score"": 4.4}, {""label"": ""Giao tiếp"", ""score"": 4.0}, {""label"": ""Làm việc nhóm"", ""score"": 4.8}]","[""Đáng tin cậy"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",24,2024,"2026-04-24 14:19:16.763731+00"
4bc8caca-62f9-493b-bcd9-d9723846d6cc,"Sustainability Initiative","Kinh doanh",Sponsor,"Đối tác C","22B VNĐ",planning,,,,,18,[],3.50,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.3}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.4}, {""role"": ""Cấp dưới"", ""score"": 4.9}]","[{""label"": ""Lãnh đạo"", ""score"": 5.0}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Kỹ năng kỹ thuật"", ""Giải quyết vấn đề""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",76,2022,"2026-04-24 14:19:16.763731+00"
c88dd797-647d-422d-9fa9-9bc45ba5c543,"CRM Implementation","Kinh doanh",Member,"Đối tác C","11B VNĐ",active,,,,,24,[],3.50,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 4.6}, {""role"": ""Cấp dưới"", ""score"": 4.8}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 2.5}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.6}]","[""Giải quyết vấn đề"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",25,2021,"2026-04-24 14:19:16.763731+00"
7007e61f-1f05-4b0d-9106-fb8e88906345,"Market Expansion HAN","Vận hành",Lead,"Đối tác C","39B VNĐ",active,,,,,41,[],4.40,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.7}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.5}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.6}]","[{""label"": ""Lãnh đạo"", ""score"": 2.6}, {""label"": ""Giao tiếp"", ""score"": 4.8}, {""label"": ""Làm việc nhóm"", ""score"": 4.4}]","[""Giải quyết vấn đề"", ""Hỗ trợ nhóm""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",70,2022,"2026-04-24 14:19:16.763731+00"
1c25ebf1-056c-48d1-8b39-653af3bd4272,"AI Forecasting","Công nghệ",Contributor,"Khách hàng B","12B VNĐ",completed,,,,,32,[],4.00,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.5}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.9}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 3.0}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 3.7}]","[""Giải quyết vấn đề"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",99,2020,"2026-04-24 14:19:16.763731+00"
97005458-d344-4bc5-b27e-3ded85845319,"AI Forecasting","Công nghệ",Lead,"Khách hàng B","16B VNĐ",planning,,,,,76,[],4.40,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.0}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.5}]","[{""label"": ""Lãnh đạo"", ""score"": 3.8}, {""label"": ""Giao tiếp"", ""score"": 3.8}, {""label"": ""Làm việc nhóm"", ""score"": 4.2}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",87,2023,"2026-04-24 14:19:16.763731+00"
6537ef01-a591-46fa-b34e-9316797cc9dd,"Digital Transformation","Công nghệ",Sponsor,"Khách hàng B","31B VNĐ",planning,,,,,89,[],4.80,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.5}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.9}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.4}, {""label"": ""Giao tiếp"", ""score"": 3.1}, {""label"": ""Làm việc nhóm"", ""score"": 3.2}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",52,2020,"2026-04-24 14:19:16.763731+00"
7f0fa6ae-6dc0-4dfa-a7ee-4a668c73ba63,"ISO Certification","Vận hành",Member,"Đối tác C","11B VNĐ",planning,,,,,30,[],3.30,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.3}, {""role"": ""Cấp dưới"", ""score"": 3.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.9}, {""label"": ""Giao tiếp"", ""score"": 3.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.8}]","[""Sáng tạo"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",86,2023,"2026-04-24 14:19:16.763731+00"
2440912a-2871-44ac-a957-8a65e7911c93,"ERP Migration","Vận hành",Member,"Khách hàng A","8B VNĐ",active,,,,,14,[],4.40,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.4}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.0}, {""role"": ""Cấp dưới"", ""score"": 3.1}]","[{""label"": ""Lãnh đạo"", ""score"": 3.8}, {""label"": ""Giao tiếp"", ""score"": 3.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Giải quyết vấn đề"", ""Hỗ trợ nhóm""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",100,2023,"2026-04-24 14:19:16.763731+00"
3c35f82f-dda8-49c7-a70f-cc78ebebaa31,"AI Forecasting","Công nghệ",Lead,"Nội bộ","19B VNĐ",active,,,,,47,[],4.40,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.1}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.4}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 3.2}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 3.5}]","[""Giải quyết vấn đề"", ""Hỗ trợ nhóm""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",55,2022,"2026-04-24 14:19:16.763731+00"
c69d3dcf-6191-4017-85e6-9ad21dee6b45,"Digital Transformation","Kinh doanh",Contributor,"Khách hàng B","44B VNĐ",active,,,,,4,[],3.40,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.5}, {""role"": ""Cấp dưới"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 2.5}, {""label"": ""Giao tiếp"", ""score"": 4.6}, {""label"": ""Làm việc nhóm"", ""score"": 3.6}]","[""Đáng tin cậy"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",29,2021,"2026-04-24 14:19:16.763731+00"
833e6023-b798-40b3-a83d-8c5fc10045b1,"ERP Migration","Công nghệ",Contributor,"Đối tác C","43B VNĐ",completed,,,,,54,[],4.80,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.0}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 3.2}, {""label"": ""Giao tiếp"", ""score"": 3.2}, {""label"": ""Làm việc nhóm"", ""score"": 3.2}]","[""Sáng tạo"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",77,2023,"2026-04-24 14:19:16.763731+00"
9db19189-a282-413a-b36f-e444ac0f5b9f,"Market Expansion HAN","Kinh doanh",Contributor,"Nội bộ","34B VNĐ",planning,,,,,1,[],3.20,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.1}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.6}]","[{""label"": ""Lãnh đạo"", ""score"": 2.9}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",69,2023,"2026-04-24 14:19:16.763731+00"
ff02b2a9-1c35-4fe4-894d-e170cfca1917,"AI Forecasting","Vận hành",Contributor,"Nội bộ","31B VNĐ",planning,,,,,87,[],4.60,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.7}, {""role"": ""Cấp dưới"", ""score"": 3.7}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.2}]","[{""label"": ""Lãnh đạo"", ""score"": 3.0}, {""label"": ""Giao tiếp"", ""score"": 3.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.2}]","[""Kỹ năng kỹ thuật"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",108,2023,"2026-04-24 14:19:16.763731+00"
46fc775f-5e47-4a4c-a567-ccee6ef7772b,"CRM Implementation","Công nghệ",Member,"Đối tác C","45B VNĐ",completed,,,,,58,[],3.30,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.6}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.2}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.7}]","[{""label"": ""Lãnh đạo"", ""score"": 4.4}, {""label"": ""Giao tiếp"", ""score"": 5.0}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Sáng tạo"", ""Giải quyết vấn đề""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",66,2021,"2026-04-24 14:19:16.763731+00"
e9b87c4b-f95c-4f5c-a793-91410b87d13d,"Market Expansion HAN","Công nghệ",Contributor,"Đối tác C","30B VNĐ",completed,,,,,90,[],4.90,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.0}, {""role"": ""Cấp dưới"", ""score"": 3.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.4}]","[{""label"": ""Lãnh đạo"", ""score"": 2.7}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.6}]","[""Hỗ trợ nhóm"", ""Sáng tạo""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",31,2023,"2026-04-24 14:19:16.763731+00"
af91a2ed-1912-4cb9-b36a-187aada49b73,"Sustainability Initiative","Hành chính",Sponsor,"Khách hàng A","11B VNĐ",active,,,,,77,[],4.90,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 3.9}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.6}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 3.5}, {""label"": ""Làm việc nhóm"", ""score"": 4.5}]","[""Đáng tin cậy"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",90,2021,"2026-04-24 14:19:16.763731+00"
b188ec01-9c26-42f4-9a93-e1113cb1d578,"ISO Certification","Công nghệ",Sponsor,"Đối tác C","50B VNĐ",planning,,,,,16,[],3.70,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.3}, {""role"": ""Cấp dưới"", ""score"": 4.7}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.0}]","[{""label"": ""Lãnh đạo"", ""score"": 2.5}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.9}]","[""Giải quyết vấn đề"", ""Hỗ trợ nhóm""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",71,2020,"2026-04-24 14:19:16.763731+00"
20a8e520-be9f-4976-89dd-f997151a398a,"Market Expansion HAN","Công nghệ",Contributor,"Khách hàng A","14B VNĐ",active,,,,,35,[],3.80,5.00,2025,"[{""role"": ""Khách hàng nội bộ"", ""score"": 4.8}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.2}, {""role"": ""Cấp dưới"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.7}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 3.1}]","[""Kỹ năng kỹ thuật"", ""Sáng tạo""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",108,2021,"2026-04-24 14:19:16.763731+00"
10f33416-de29-45d5-9481-4c443bccc654,"AI Forecasting","Vận hành",Contributor,"Nội bộ","25B VNĐ",planning,,,,,98,[],3.50,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.1}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.6}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.9}]","[{""label"": ""Lãnh đạo"", ""score"": 4.1}, {""label"": ""Giao tiếp"", ""score"": 4.5}, {""label"": ""Làm việc nhóm"", ""score"": 3.1}]","[""Giải quyết vấn đề"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",98,2020,"2026-04-24 14:19:16.763731+00"
c270302a-8cca-4a5e-aca2-0b8d41dba44e,"AI Forecasting","Công nghệ",Lead,"Khách hàng B","12B VNĐ",completed,,,,,10,[],4.80,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.5}, {""role"": ""Cấp dưới"", ""score"": 4.6}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.6}]","[{""label"": ""Lãnh đạo"", ""score"": 2.6}, {""label"": ""Giao tiếp"", ""score"": 4.1}, {""label"": ""Làm việc nhóm"", ""score"": 3.4}]","[""Giải quyết vấn đề"", ""Kỹ năng kỹ thuật""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",75,2023,"2026-04-24 14:19:16.763731+00"
37a9c4ac-4063-44eb-9915-b412a49d8aaf,"Market Expansion HAN","Công nghệ",Contributor,"Khách hàng B","45B VNĐ",planning,,,,,11,[],4.40,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.4}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.5}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.3}]","[{""label"": ""Lãnh đạo"", ""score"": 4.5}, {""label"": ""Giao tiếp"", ""score"": 4.0}, {""label"": ""Làm việc nhóm"", ""score"": 3.8}]","[""Hỗ trợ nhóm"", ""Sáng tạo""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",64,2020,"2026-04-24 14:19:16.763731+00"
dce438d8-b109-47a5-9388-ac2bbad12f6b,"ISO Certification","Hành chính",Lead,"Đối tác C","47B VNĐ",active,,,,,79,[],3.60,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.6}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.6}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.2}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 4.5}, {""label"": ""Làm việc nhóm"", ""score"": 3.1}]","[""Đáng tin cậy"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",39,2021,"2026-04-24 14:19:16.763731+00"
07744ef1-4e81-4927-a217-84244125eab7,"Sustainability Initiative","Vận hành",Lead,"Đối tác C","19B VNĐ",active,,,,,100,[],3.40,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.0}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.5}]","[{""label"": ""Lãnh đạo"", ""score"": 4.7}, {""label"": ""Giao tiếp"", ""score"": 3.3}, {""label"": ""Làm việc nhóm"", ""score"": 4.1}]","[""Kỹ năng kỹ thuật"", ""Đáng tin cậy""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",75,2019,"2026-04-24 14:19:16.763731+00"
3851373e-f166-4661-93c7-33e0cc9a46f2,"Sustainability Initiative","Vận hành",Sponsor,"Khách hàng B","35B VNĐ",planning,,,,,24,[],3.90,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.6}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.8}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 5.0}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 4.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.6}]","[""Sáng tạo"", ""Giải quyết vấn đề""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",62,2019,"2026-04-24 14:19:16.763731+00"
311f1cf6-6b47-446e-804c-b038afb30aa4,"AI Forecasting","Kinh doanh",Lead,"Đối tác C","24B VNĐ",completed,,,,,79,[],4.60,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 3.7}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.8}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.4}]","[{""label"": ""Lãnh đạo"", ""score"": 3.0}, {""label"": ""Giao tiếp"", ""score"": 4.6}, {""label"": ""Làm việc nhóm"", ""score"": 4.2}]","[""Hỗ trợ nhóm"", ""Đáng tin cậy""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",33,2019,"2026-04-24 14:19:16.763731+00"
ff67dd31-0f69-4cc1-8322-d01823ebcc32,"AI Forecasting","Kinh doanh",Lead,"Nội bộ","15B VNĐ",active,,,,,10,[],4.30,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 3.2}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 5.0}, {""role"": ""Cấp dưới"", ""score"": 3.0}]","[{""label"": ""Lãnh đạo"", ""score"": 3.3}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 4.9}]","[""Kỹ năng kỹ thuật"", ""Giải quyết vấn đề""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",109,2020,"2026-04-24 14:19:16.763731+00"
34a27b2d-0a31-4f9c-9a3b-085c526e03a8,"Digital Transformation","Hành chính",Sponsor,"Khách hàng A","21B VNĐ",completed,,,,,89,[],4.30,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 5.0}, {""role"": ""Cấp dưới"", ""score"": 4.8}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.0}, {""label"": ""Giao tiếp"", ""score"": 4.8}, {""label"": ""Làm việc nhóm"", ""score"": 4.6}]","[""Hỗ trợ nhóm"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",21,2020,"2026-04-24 14:19:16.763731+00"
b1f191c8-0127-4b3e-a8d0-0816b5ded50e,"Sustainability Initiative","Công nghệ",Lead,"Khách hàng B","8B VNĐ",completed,,,,,27,[],4.50,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.8}, {""role"": ""Cấp dưới"", ""score"": 3.7}]","[{""label"": ""Lãnh đạo"", ""score"": 3.6}, {""label"": ""Giao tiếp"", ""score"": 3.1}, {""label"": ""Làm việc nhóm"", ""score"": 4.7}]","[""Giải quyết vấn đề"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",44,2020,"2026-04-24 14:19:16.763731+00"
17c0fb2e-241f-4a25-bfdc-0d194d2f35fc,"AI Forecasting","Công nghệ",Sponsor,"Khách hàng B","42B VNĐ",active,,,,,29,[],4.20,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 5.0}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.6}, {""role"": ""Cấp dưới"", ""score"": 4.4}]","[{""label"": ""Lãnh đạo"", ""score"": 3.0}, {""label"": ""Giao tiếp"", ""score"": 3.6}, {""label"": ""Làm việc nhóm"", ""score"": 4.4}]","[""Sáng tạo"", ""Giải quyết vấn đề""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",55,2021,"2026-04-24 14:19:16.763731+00"
d19cc691-f446-49da-969f-e36f3ef957e6,"Digital Transformation","Vận hành",Contributor,"Nội bộ","33B VNĐ",planning,,,,,89,[],4.90,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.1}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.3}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.9}, {""label"": ""Giao tiếp"", ""score"": 5.0}, {""label"": ""Làm việc nhóm"", ""score"": 3.7}]","[""Hỗ trợ nhóm"", ""Sáng tạo""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",65,2021,"2026-04-24 14:19:16.763731+00"
bd6e9035-b434-4675-83c4-2808ee43ab0f,"CRM Implementation","Kinh doanh",Member,"Nội bộ","24B VNĐ",completed,,,,,9,[],4.80,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.9}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.1}, {""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.2}]","[{""label"": ""Lãnh đạo"", ""score"": 4.1}, {""label"": ""Giao tiếp"", ""score"": 3.8}, {""label"": ""Làm việc nhóm"", ""score"": 3.9}]","[""Hỗ trợ nhóm"", ""Giải quyết vấn đề""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",89,2022,"2026-04-24 14:19:16.763731+00"
c5924f48-f38a-4fb1-abd6-c726d60ff1a8,"AI Forecasting","Công nghệ",Member,"Đối tác C","33B VNĐ",completed,,,,,88,[],4.00,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.3}, {""role"": ""Cấp dưới"", ""score"": 4.1}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.6}]","[{""label"": ""Lãnh đạo"", ""score"": 4.0}, {""label"": ""Giao tiếp"", ""score"": 4.9}, {""label"": ""Làm việc nhóm"", ""score"": 3.7}]","[""Sáng tạo"", ""Giải quyết vấn đề""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",70,2022,"2026-04-24 14:19:16.763731+00"
9f011f28-f0fd-4eb0-83b2-925f58a83d51,"AI Forecasting","Vận hành",Sponsor,"Khách hàng B","1B VNĐ",active,,,,,20,[],3.80,5.00,2025,"[{""role"": ""Cấp dưới"", ""score"": 4.0}, {""role"": ""Quản lý trực tiếp"", ""score"": 5.0}, {""role"": ""Khách hàng nội bộ"", ""score"": 3.6}]","[{""label"": ""Lãnh đạo"", ""score"": 2.8}, {""label"": ""Giao tiếp"", ""score"": 3.8}, {""label"": ""Làm việc nhóm"", ""score"": 3.6}]","[""Kỹ năng kỹ thuật"", ""Đáng tin cậy""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",94,2019,"2026-04-24 14:19:16.763731+00"
c7e1bf94-fb36-4937-8de6-2d802d0b0d27,"Digital Transformation","Vận hành",Member,"Khách hàng A","20B VNĐ",completed,,,,,12,[],4.30,5.00,2025,"[{""role"": ""Quản lý trực tiếp"", ""score"": 4.1}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.3}, {""role"": ""Cấp dưới"", ""score"": 4.8}]","[{""label"": ""Lãnh đạo"", ""score"": 4.6}, {""label"": ""Giao tiếp"", ""score"": 3.1}, {""label"": ""Làm việc nhóm"", ""score"": 3.5}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Tư duy chiến lược""]","Nhân viên có tiềm năng phát triển tốt.",52,2020,"2026-04-24 14:19:16.763731+00"
a92dfb42-f5ed-41ba-b59d-1ec16d9e7e7a,"ERP Migration","Công nghệ",Lead,"Đối tác C","26B VNĐ",completed,,,,,28,[],3.30,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 3.6}, {""role"": ""Cấp dưới"", ""score"": 4.4}, {""role"": ""Quản lý trực tiếp"", ""score"": 4.9}]","[{""label"": ""Lãnh đạo"", ""score"": 4.8}, {""label"": ""Giao tiếp"", ""score"": 3.9}, {""label"": ""Làm việc nhóm"", ""score"": 4.5}]","[""Hỗ trợ nhóm"", ""Kỹ năng kỹ thuật""]","[""Quản lý ưu tiên""]","Nhân viên có tiềm năng phát triển tốt.",92,2020,"2026-04-24 14:19:16.763731+00"
02d69381-c0bd-40d7-9c95-e653ec26ce2b,"WMS Upgrade","Hành chính",Sponsor,"Khách hàng A","26B VNĐ",active,,,,,29,[],3.30,5.00,2025,"[{""role"": ""Đồng nghiệp cùng cấp"", ""score"": 4.6}, {""role"": ""Khách hàng nội bộ"", ""score"": 4.8}, {""role"": ""Quản lý trực tiếp"", ""score"": 3.3}]","[{""label"": ""Lãnh đạo"", ""score"": 3.4}, {""label"": ""Giao tiếp"", ""score"": 4.0}, {""label"": ""Làm việc nhóm"", ""score"": 3.2}]","[""Kỹ năng kỹ thuật"", ""Hỗ trợ nhóm""]","[""Kỹ năng trình bày""]","Nhân viên có tiềm năng phát triển tốt.",108,2023,"2026-04-24 14:19:16.763731+00"
